醫事機構代碼（自動）,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）
2338070010,南投縣鹿谷鄉衛生所,南投縣,鹿谷鄉,南投縣鹿谷鄉中正路二段20號,120.754245,23.744882,https://docs.google.com/forms/d/e/1FAIpQLScdHBdFx2-ftwo8H9HvdtYlVJFBqwiNgi9DGQNsdClcfBsFAA/viewform,049-2752002
2338080016,南投縣中寮鄉衛生所,南投縣,中寮鄉,南投縣中寮鄉永平村永昌街102號,120.765703,23.880997,https://docs.google.com/forms/d/e/1FAIpQLSfYVBhsTDbljYolEpxv_qJoe5RH7XAI-riwuWGlx0F0gQezUg/viewform,049-2691404
2338090012,南投縣魚池鄉衛生所,南投縣,魚池鄉,南投縣魚池鄉東池村魚池街194號,120.941269,23.895524,https://docs.google.com/forms/d/1DkaEX45rXb4yZEPIUuLCyo5cARuJi1d1DFKK0gFiWI4/edit,049-2895513
2338100013,南投縣國姓鄉衛生所,南投縣,國姓鄉,南投縣國姓鄉國姓村民族街42號,120.854679,24.037882,https://docs.google.com/forms/d/e/1FAIpQLSfGdIBLebuAKP6Yv7TQVjBXOwOYTacG-PHd9z_CQq9h-xW1LQ/viewform,049-2721009
2338110019,南投縣水里鄉衛生所,南投縣,水里鄉,南投縣水里鄉博愛路205號,120.848971,23.810497,https://docs.google.com/forms/d/e/1FAIpQLSeHwxYGksD3ME7JPTVBbKaTa_iRK87sH1A94vpSwfHCHwNOMw/viewform?OCID=MY01SV&form=MY01SV,049-2770079
2338120015,南投縣信義鄉衛生所,南投縣,信義鄉,南投縣信義鄉明德村玉山路45號,120.85472,23.696529,https://docs.google.com/forms/d/e/1FAIpQLSfLYeJgWryjotYvGGx8mS7Fr6aEp-fVW5f6hZHqL1KhqpC0dg/viewform,049-2791148
2338130011,南投縣仁愛鄉衛生所,南投縣,仁愛鄉,南投縣仁愛鄉大同村五福巷17號,121.134324,24.024304,https://docs.google.com/forms/d/e/1FAIpQLScAUx8aqEP8BWQS82DrTQCKlsakvC57-5n4233V8HTbDUYz0w/viewform,049-2802341
2339010018,雲林縣斗六市衛生所,雲林縣,斗六市,雲林縣斗六市鎮西里公園路７５號,120.527109,23.697742,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339010018,055322226
2339020014,雲林縣斗南鎮衛生所,雲林縣,斗南鎮,雲林縣斗南鎮福德街１５３號,120.478917,23.679133,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339020014,055973329
2339030010,雲林縣虎尾鎮衛生所,雲林縣,虎尾鎮,雲林縣虎尾鎮明正路１１號,120.43369,23.714607,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339030010,056322211
2339040016,雲林縣西螺鎮衛生所,雲林縣,西螺鎮,雲林縣西螺鎮福興里修文路110號,120.459671,23.802076,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339040016,05-5862130
2339050012,雲林縣土庫鎮衛生所,雲林縣,土庫鎮,雲林縣土庫鎮忠正里中山路254號,120.392679,23.678336,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339050012,05-6622638
2339060018,雲林縣北港鎮衛生所,雲林縣,北港鎮,雲林縣北港鎮北辰路3號,120.302681,23.576343,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339060018,05-7832103
2339070014,雲林縣古坑鄉衛生所,雲林縣,古坑鄉,雲林縣古坑鄉西平村中山路391號,120.559917,23.654105,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339070014,05-5821132
2339080010,雲林縣大埤鄉衛生所,雲林縣,大埤鄉,雲林縣大埤鄉北和村中山路4號,120.432024,23.64565,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339080010,05 5912214
2339090016,雲林縣莿桐鄉衛生所,雲林縣,莿桐鄉,雲林縣莿桐鄉莿桐村和平路５３－２號,120.502106,23.761123,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339090016,05 5842575
2339100017,雲林縣林內鄉衛生所,雲林縣,林內鄉,雲林縣林內鄉新興路54號,120.612599,23.759724,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339100017,05-5892273
2339110013,雲林縣二崙鄉衛生所,雲林縣,二崙鄉,雲林縣二崙鄉崙西村中興路9、11號,120.409983,23.77454,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339110013,05-5982004
2339120019,雲林縣崙背鄉衛生所,雲林縣,崙背鄉,雲林縣崙背鄉南陽村南光路34號,120.353142,23.759812,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339120019,05-6962009
2339130015,雲林縣麥寮鄉衛生所,雲林縣,麥寮鄉,雲林縣麥寮鄉麥豐村光復路4號,120.256052,23.74689,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339130015,05-6932268
2339150017,雲林縣褒忠鄉衛生所,雲林縣,褒忠鄉,雲林縣褒忠鄉中勝村添財街２１號,120.304164,23.693465,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339150017,05 6972004
2339160013,雲林縣臺西鄉衛生所,雲林縣,臺西鄉,雲林縣台西鄉台西村民生路36號,120.19952,23.699154,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339160013,05 6982148
2339170019,雲林縣元長鄉衛生所,雲林縣,元長鄉,雲林縣元長鄉長南村元中路8號,120.314318,23.649892,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339170019,05 7882004
2339180015,雲林縣四湖鄉衛生所,雲林縣,四湖鄉,雲林縣四湖鄉施湖村中山西路118號,120.221715,23.637843,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339180015,05-7872890
2339190011,雲林縣口湖鄉衛生所,雲林縣,口湖鄉,雲林縣口湖鄉湖東村中正路1段114號,120.185753,23.582308,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339190011,05 7892004
2339200012,雲林縣水林鄉衛生所,雲林縣,水林鄉,雲林縣水林鄉水北村水林路8號,120.246334,23.572686,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2339200012,05-7852612
2340010015,嘉義縣朴子市衛生所,嘉義縣,朴子市,嘉義縣朴子市安福里光復路40號,120.246579,23.465593,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340010015,05-3792037
2340020011,嘉義縣布袋鎮衛生所,嘉義縣,布袋鎮,嘉義縣布袋鎮新厝里21號,120.169906,23.381436,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340020011,05-3472032
2340030017,嘉義縣大林鎮衛生所,嘉義縣,大林鎮,嘉義縣大林鎮平林里中山路252號,120.455747,23.606779,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340030017,05-2652042
2340040013,嘉義縣民雄鄉衛生所,嘉義縣,民雄鄉,嘉義縣民雄鄉中樂村文化路7之2號,120.427999,23.551449,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340040013,05-2262018
2340050019,嘉義縣溪口鄉衛生所,嘉義縣,溪口鄉,嘉義縣溪口鄉溪北村二鄰中山路1號,120.394889,23.606411,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340050019,05-2691046
2340060015,嘉義縣新港鄉衛生所,嘉義縣,新港鄉,嘉義縣新港鄉宮前村中山路167號,120.347671,23.552354,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340060015,05-3742025
2340070011,嘉義縣六腳鄉衛生所,嘉義縣,六腳鄉,嘉義縣六腳鄉蒜頭村15鄰蒜頭73－1號,120.290468,23.492885,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340070011,05-3802016
2340080017,嘉義縣東石鄉衛生所,嘉義縣,東石鄉,嘉義縣東石鄉東石村3之7號,120.154086,23.459258,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340080017,05-3732340
2340090013,嘉義縣義竹鄉衛生所,嘉義縣,義竹鄉,嘉義縣義竹鄉仁里村義竹422－1號,120.243041,23.337188,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340090013,05-3412032
2340110010,嘉義縣太保市衛生所,嘉義縣,太保市,嘉義縣太保市後潭里443號,120.339524,23.452984,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340110010,05-3711273
2340120016,嘉義縣水上鄉衛生所,嘉義縣,水上鄉,嘉義縣水上鄉水上村正義路145號,120.397682,23.42826,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340120016,05-2682059
2340130012,嘉義縣中埔鄉衛生所,嘉義縣,中埔鄉,嘉義縣中埔鄉中埔村中埔130號之1,120.522737,23.425588,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340130012,05-2531008
2340140018,嘉義縣竹崎鄉衛生所,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村復興路29號,120.549614,23.521187,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340140018,05-2611264
2340150014,嘉義縣梅山鄉衛生所,嘉義縣,梅山鄉,嘉義縣梅山鄉華山路18號,120.555456,23.5864,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340150014,05-2621249
2340160010,嘉義縣番路鄉衛生所,嘉義縣,番路鄉,嘉義縣番路鄉下坑村菜公店60號,120.553771,23.463189,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340160010,05-2591148
2340170016,嘉義縣大埔鄉衛生所,嘉義縣,大埔鄉,嘉義縣大埔鄉大埔村53－1號,120.593247,23.295278,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340170016,05-2521214
2340180012,嘉義縣阿里山鄉衛生所,嘉義縣,阿里山鄉,嘉義縣阿里山鄉樂野村3鄰97－2號,120.701886,23.466598,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340180012,05-2561573
2341100018,臺南市後壁區衛生所,臺南市,後壁區,臺南市後壁區後壁里3號,120.362212,23.36549,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2341100018,06-6872624
2341260019,臺南市左鎮區衛生所,臺南市,左鎮區,臺南市左鎮區中正里172之15號,120.408886,23.056602,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2341260019,06-5731114
2341270015,臺南市仁德區衛生所,臺南市,仁德區,臺南市仁德區仁德里中山路606巷2號,120.251461,22.972778,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2341270015,06-2704153
2342010013,高雄市鳳山區衛生所,高雄市,鳳山區,高雄市鳳山區經武路34巷2號,120.363023,22.627213,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342010013,07-7430437
2342020019,高雄市岡山區衛生所,高雄市,岡山區,高雄市岡山區壽天里公園路50號,120.291073,22.796115,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342020019,07-6212015
2342040011,高雄市美濃區衛生所,高雄市,美濃區,高雄市美濃區美中路246號,120.541286,22.895215,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342040011,07-6812064
2342070019,高雄市大樹區衛生所,高雄市,大樹區,高雄市大樹區龍目路158號,120.414039,22.68384,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342070019,07-6512935
2342080015,高雄市仁武區衛生所,高雄市,仁武區,高雄市仁武區仁武里地政街23號,120.351568,22.700797,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342080015,07-3711434
2342130010,高雄市田寮區衛生所,高雄市,田寮區,高雄市田寮區南安里崗北路32號,120.359378,22.873011,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342130010,07-6361504
2342180010,高雄市永安區衛生所,高雄市,永安區,高雄市永安區永安路26號,120.225365,22.818791,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342180010,07-6912015
2342190016,高雄市彌陀區衛生所,高雄市,彌陀區,高雄市彌陀區彌仁里中華路一巷五弄一號,120.250575,22.782146,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342190016,07-6175307
2342210013,高雄市六龜區衛生所,高雄市,六龜區,高雄市六龜區民治路16號,120.633315,22.998336,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342210013,07-6891244
2342230015,高雄市杉林區衛生所,高雄市,杉林區,高雄市杉林區上平里山仙路93巷2號,120.538613,22.976932,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342230015,07-6771319
2342250017,高雄市茂林區衛生所,高雄市,茂林區,高雄市茂林區茂林里茂林巷8－4號,120.664111,22.88641,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342250017,07-6801046
2342270019,高雄市那瑪夏區衛生所,高雄市,那瑪夏區,高雄市那瑪夏區瑪雅里6鄰平和巷252號,120.702359,23.247084,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2342270019,07-6701142
2343040015,屏東縣恆春鎮衛生所,屏東縣,恆春鎮,屏東縣恆春鎮城南里文化路78號,120.746859,22.003226,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343040015,08-8892140
2344010011,澎湖縣馬公市第一衛生所,澎湖縣,馬公市,澎湖縣馬公市樹德路36號,119.567111,23.56902,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344010011,06-9273958
2344011027,澎湖縣馬公市第二衛生所,澎湖縣,馬公市,澎湖縣馬公市鎖港里240號,119.600866,23.529357,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344011027,06-9951354
2344011036,澎湖縣馬公市第三衛生所,澎湖縣,馬公市,澎湖縣馬公市西文里118之2號,119.583648,23.568128,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344011036,06-9211723
2344020017,澎湖縣湖西鄉衛生所,澎湖縣,湖西鄉,澎湖縣湖西鄉湖西村151－1號,119.66137,23.583931,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344020017,06-9921271
2344030013,澎湖縣白沙鄉衛生所,澎湖縣,白沙鄉,澎湖縣白沙鄉赤崁村359號,119.598156,23.666692,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344030013,06-9931044
2344030022,澎湖縣白沙鄉鳥嶼衛生所,澎湖縣,白沙鄉,澎湖縣白沙鄉鳥嶼村漁港新村3號,119.659897,23.660077,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344030022,06-9916092
2344030031,澎湖縣白沙鄉吉貝衛生所,澎湖縣,白沙鄉,澎湖縣白沙鄉吉貝村8－13號,119.613817,23.740565,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344030031,06-9911430
2344040019,澎湖縣西嶼鄉衛生所,澎湖縣,西嶼鄉,澎湖縣西嶼鄉池東村222號,119.510239,23.599252,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344040019,06-9981115
2344050015,澎湖縣望安鄉衛生所,澎湖縣,望安鄉,澎湖縣望安鄉西安村36－7號,119.497221,23.361605,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344050015,06-9991036
2344050024,澎湖縣望安鄉將軍衛生所,澎湖縣,望安鄉,澎湖縣望安鄉將軍村12鄰將軍澳1之3號,119.521569,23.361504,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344050024,06-9902066
2345010015,花蓮縣花蓮市衛生所,花蓮縣,花蓮市,花蓮縣花蓮市新興路200號,121.617151,23.991433,https://docs.google.com/forms/d/18D0OcM-ov61qVlx2vV5HGSUKj1WLXsLnWf4mb5WbpsA/viewform?form=MY01SV&OCID=MY01SV&edit_requested=true,03-8230232
2345020011,花蓮縣鳳林鎮衛生所,花蓮縣,鳳林鎮,花蓮縣鳳林鎮公正街8之1號,121.451367,23.74537,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345020011,03-8761116
2345030017,花蓮縣玉里鎮衛生所,花蓮縣,玉里鎮,花蓮縣玉里鎮泰昌里中正路152號,121.314916,23.336409,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345030017,03-8882046
2345040013,花蓮縣新城鄉衛生所,花蓮縣,新城鄉,花蓮縣新城鄉北埔村北埔路160號,121.605262,24.030874,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345040013,03-8266781
2345050019,花蓮縣吉安鄉衛生所,花蓮縣,吉安鄉,花蓮縣吉安鄉吉安村吉安路2段132號,121.563847,23.973807,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345050019,03-8521113
2345060015,花蓮縣壽豐鄉衛生所,花蓮縣,壽豐鄉,花蓮縣壽豐鄉壽豐村公園路28巷10號,121.507192,23.868697,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345060015,03-8652101
2345070011,花蓮縣光復鄉衛生所,花蓮縣,光復鄉,花蓮縣光復鄉大馬村中學街158號,121.42594,23.671897,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345070011,03-8701114
2345090013,花蓮縣瑞穗鄉衛生所,花蓮縣,瑞穗鄉,花蓮縣瑞穗鄉瑞穗村民生街75號,121.378958,23.499786,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345090013,03-8872045
2345100014,花蓮縣富里鄉衛生所,花蓮縣,富里鄉,花蓮縣富里鄉富里村中山路203號,121.24906,23.178473,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345100014,03-8831029
2345110010,花蓮縣秀林鄉衛生所,花蓮縣,秀林鄉,花蓮縣秀林鄉秀林村12鄰秀林路88號,121.63337,24.126902,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345110010,03-8612122
2345120016,花蓮縣萬榮鄉衛生所,花蓮縣,萬榮鄉,花蓮縣萬榮鄉萬榮村1鄰16號,121.409164,23.715578,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345120016,03-8751651
2345130012,花蓮縣卓溪鄉衛生所,花蓮縣,卓溪鄉,花蓮縣卓溪鄉卓溪村中正路65號,121.303116,23.347797,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345130012,03-8882592
2346010019,臺東縣臺東市衛生所,臺東縣,臺東市,臺東縣臺東市大同路51號,121.156238,22.750382,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346010019,089-350757
2346020015,臺東縣成功鎮衛生所,臺東縣,成功鎮,臺東縣成功鎮忠仁里中山東路64號,121.379469,23.099929,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346020015,089-851419
2346040017,臺東縣卑南鄉衛生所,臺東縣,卑南鄉,臺東縣卑南鄉太平村和平路132號,121.088069,22.78207,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346040017,089-382042
2346060019,臺東縣太麻里鄉衛生所,臺東縣,太麻里鄉,臺東縣太麻里鄉泰和村2鄰民權路66號,121.007423,22.615376,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346060019,089-781220
2346090017,臺東縣鹿野鄉衛生所,臺東縣,鹿野鄉,臺東縣鹿野鄉鹿野村中華路1段418號,121.136358,22.910277,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346090017,089-551074
2346110014,臺東縣綠島鄉衛生所,臺東縣,綠島鄉,臺東縣綠島鄉中寮村1－1號,121.469607,22.673186,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346110014,089-672511
2346130016,臺東縣海端鄉衛生所,臺東縣,海端鄉,臺東縣海端鄉海端村3鄰29號,121.176693,23.100942,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346130016,089-931391
2346160014,臺東縣蘭嶼鄉衛生所,臺東縣,蘭嶼鄉,臺東縣蘭嶼鄉紅頭村36號,121.554615,22.024926,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346160014,089-732575
2390010010,金門縣金城鎮衛生所,金門縣,金城鎮,金門縣金城鎮民權路147號,118.317802,24.436323,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2390010010,082-325059
2390020016,金門縣金沙鎮衛生所,金門縣,金沙鎮,金門縣金沙鎮三民路16號,118.413257,24.489498,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2390020016,082-352854
2390030030,金門縣金湖鎮衛生所,金門縣,金湖鎮,金門縣金湖鎮正義里成功7號之1,118.389422,24.437676,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2390030030,082-336662
2390040518,金門縣金寧鄉衛生所,金門縣,金寧鄉,金門縣金寧鄉盤山村仁愛新屯2之1號,118.337384,24.44479,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2390040518,082-325735
2390050032,金門縣烈嶼鄉衛生所,金門縣,烈嶼鄉,金門縣烈嶼鄉西口村西方6－5號,118.239531,24.435193,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2390050032,082-362078
2391020010,連江縣北竿鄉衛生所,連江縣,北竿鄉,連江縣北竿鄉塘岐村281－6號,119.996306,26.223091,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2391020010,083-655592
2391030016,連江縣莒光鄉西莒衛生所,連江縣,莒光鄉,連江縣莒光鄉青帆村14－1號,119.933082,25.971575,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2391030016,083-689122
2391030026,連江縣莒光鄉東莒衛生所,連江縣,莒光鄉,連江縣莒光鄉大坪村30－1號,119.973063,25.961129,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2391030026,083-689038
2391040012,連江縣東引鄉衛生所,連江縣,東引鄉,連江縣東引鄉中柳村123號,120.49044,26.367006,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2391040012,083-677206
3432060513,聯新國際醫院桃園國際機場醫療中心,桃園市,大園區,桃園市大園區航站南路9號1樓、3樓與15號B1樓、3樓,121.232515,25.077078,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3432060513,03-3983456
3501093584,建順診所,臺北市,大同區,臺北市大同區甘州街51號,121.512854,25.059677,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3501093584,02-25573250
3501122044,杏安診所,臺北市,南港區,臺北市南港區同德路74號、76號,121.58529,25.045698,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3501122044,02-27892008
3501160231,洪耳鼻喉科診所,臺北市,北投區,臺北市北投區中央南路1段43號,121.501448,25.132204,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3501160231,02-28928769
3502030385,馬遠成診所,高雄市,左營區,高雄市左營區果峰街2巷2號1樓、3號1樓,120.289197,22.670463,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502030385,07-5832348
3502030723,楊宜璋耳鼻喉科診所,高雄市,左營區,高雄市左營區明誠二路362號1樓,120.307227,22.661249,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502030723,07-5591007
3502032610,乃聖診所,高雄市,左營區,高雄市左營區文強路232號1樓,120.307728,22.676876,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502032610,07-3500041
3502042223,王建安小兒科診所,高雄市,楠梓區,高雄市楠梓區德民路949號1樓,120.289114,22.720534,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502042223,07-3600680
3502050378,董金山診所,高雄市,三民區,高雄市三民區本武里大昌二路544號,120.33018,22.651828,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502050378,07-3833405
3502051375,蕭瑞榮小兒科診所,高雄市,三民區,高雄市三民區建工路531．533號1樓,120.315288,22.647421,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502051375,07-3867121
3502063035,蔡瑞聲診所,高雄市,新興區,高雄市新興區中正三路63號1樓及夾層,120.307841,22.630768,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502063035,07-2413388
3502082209,劉永豐診所,高雄市,苓雅區,高雄市苓雅區建國一路15-1號一.二樓,120.340528,22.628869,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502082209,07-7492636
3502084187,吳三江內科診所,高雄市,苓雅區,高雄市苓雅區憲政路240號(1、2、3、4樓),120.321586,22.6367,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3502084187,07-2222088
3505010107,泰祐診所,臺南市,新營區,臺南市新營區忠政里武昌街8號1樓,120.3133205,23.3062541,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505010107,06-6350635
3505030038,安聯診所,臺南市,白河區,臺南市白河區白河里富民路62號,120.415953,23.344826,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505030038,06-6852555
3505270014,嘉大診所,臺南市,仁德區,臺南市仁德區中正路1段179號1樓,120.234808,22.920918,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505270014,06-2668716
3505270087,協和家醫科診所,臺南市,仁德區,臺南市仁德區仁德里中正路三段79號1樓,120.252574,22.973896,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505270087,06-2701507
3505370037,蔡友謙小兒科診所,臺南市,安南區,臺南市安南區溪墘里郡安路五段227號1樓,120.192069,23.029015,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505370037,06-2809292
3505380140,黃義盛小兒科診所,臺南市,安平區,臺南市安平區平安里民權路四段141號1樓,120.182576,22.998974,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505380140,06-2599589
3505380266,白袍旅人兒科診所,臺南市,安平區,臺南市安平區國平里華平路146─5號1樓,120.173978,22.984532,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3505380266,06-2970500
3507011031,福誠耳鼻喉科診所,高雄市,鳳山區,高雄市鳳山區五福里五甲三路205號1－2樓,120.324603,22.590159,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3507011031,07-8125257
3507301450,立馨診所,高雄市,左營區,高雄市左營區立大路78號1樓,120.302526,22.675305,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3507301450,07-3590639
3507310486,沐仁耳鼻喉科診所,高雄市,楠梓區,高雄市楠梓區德賢路530巷29號1樓,120.301751,22.726967,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3507310486,07-3652233
3507320035,柳雱邁診所,高雄市,三民區,高雄市三民區大順二路96號1樓,120.327285,22.641954,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3507320035,07-3895640
3507340199,大郭診所,高雄市,前金區,高雄市前金區成功一路412號1樓,120.295621,22.624056,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3507340199,07-2412233
3511041396,仁祥診所,基隆市,仁愛區,基隆市仁愛區忠一路20號1-3樓及23號1樓,121.739684,25.131302,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3511041396,02-24232111
3521013368,杏禾小兒科診所,臺南市,東區,臺南市東區仁和路67─5號1樓,120.22976,22.980385,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521013368,06-2671658
